actor,pelicula
Vinnie Jones,The Midnight Meat Train
Viola Davis,Beautiful Creatures
Viola Davis,Blackhat
Viola Davis,Custody
Viola Davis,Fences
Viola Davis,Prisoners
Viola Davis,Suicide Squad
Viola Davis,The Help
Violeta Urtizberea,El sistema KEOPS
Virginia Innocenti,"Gatica, el mono"
Virginia Innocenti,Iluminados por el fuego
Viviana Saccone,Granizo
Wagner Moura,Narcos
Walter Díaz,"Pizza, birra, faso"
Walter Jakob,Historias extraordinarias
Walter Quiroz,El viaje
Walter Vidarte,Circe
Walter Vidarte,El dependiente
Walter Vidarte,La patota
Walter Vidarte,La tregua
Walter Vidarte,Martín Fierro
Walter Vidarte,Santos Vega
Walton Goggins,The Hateful Eight
Ward Horton,Annabelle
Wei Tang,Blackhat
Wendi McLendon-Covey,Blended
Wendi McLendon-Covey,"Hello, My Name Is Doris"
Wendy Crewson,Room
Wentworth Miller,Resident Evil: Afterlife
Wentworth Miller,The Loft
Wenwen Han,The Karate Kid
Werner Herzog,Jack Reacher
Wes Bentley,Final Girl
Wes Bentley,We Are Your Friends
Wesley Elder,The Matchbreaker
Will Arnett,Teenage Mutant Ninja Turtles
Will Arnett,Teenage Mutant Ninja Turtles: Out of the Shadows
Will Arnett,The Lego Movie
Will Dalton,Loving
Will Ferrell,Daddy's Home
Will Ferrell,Get Hard
Will Ferrell,Megamind
Will Ferrell,Step Brothers
Will Ferrell,Talladega Nights: The Ballad of Ricky Bobby
Will Ferrell,The Lego Movie
Will Ferrell,The Other Guys
Will Ferrell,Zoolander 2
Will Poulter,The Maze Runner
Will Poulter,The Revenant
Will Smith,After Earth
Will Smith,Collateral Beauty
Will Smith,Concussion
Will Smith,Focus
Will Smith,Hancock
Will Smith,I Am Legend
Will Smith,Men in Black 3
Will Smith,Seven Pounds
Will Smith,Suicide Squad
Will Smith,The Pursuit of Happyness
Will Yun Lee,The Wolverine
Willem Dafoe,Antichrist
Willem Dafoe,John Carter
Willem Dafoe,John Wick
Willem Dafoe,Nymphomaniac: Vol. II
Willem Dafoe,The Great Wall
Willem Dafoe,The Headhunter's Calling
William Atherton,The Girl Next Door
William Fichtner,American Wrestler: The Wizard
William Fichtner,Teenage Mutant Ninja Turtles
William Fichtner,The Lone Ranger
William Hurt,Mr. Brooks
William Hurt,The Incredible Hulk
William Moseley,Friend Request
Winona Ryder,Black Swan
Woo-hee Chun,Goksung
Woody Allen,To Rome with Love
Woody Harrelson,No Country for Old Men
Woody Harrelson,Now You See Me
Woody Harrelson,Now You See Me 2
Woody Harrelson,Out of the Furnace
Woody Harrelson,Seven Pounds
Woody Harrelson,Seven Psychopaths
Woody Harrelson,The Hunger Games: Mockingjay - Part 1
Woody Harrelson,The Hunger Games: Mockingjay - Part 2
Woody Harrelson,Zombieland
Wyatt Russell,Folk Hero & Funny Guy
Xavier Samuel,Adoration
Xavier Samuel,Love & Friendship
Xavier Samuel,Mr. Church
Xavier Samuel,The Twilight Saga: Eclipse
Yoo Gong,Busanhaeng
Yoo Gong,The Age of Shadows
Yu-mi Jung,Busanhaeng
Yun-Fat Chow,Dragonball Evolution
Yutaka Takenouchi,Shin Gojira
Zac Efron,17 Again
Zac Efron,Dirty Grandpa
Zac Efron,Mike and Dave Need Wedding Dates
Zac Efron,Neighbors
Zac Efron,Neighbors 2: Sorority Rising
Zac Efron,That Awkward Moment
Zac Efron,The Lucky One
Zac Efron,We Are Your Friends
Zac Mattoon O'Brien,The Boy in the Striped Pyjamas
Zach Galifianakis,Birdman or (The Unexpected Virtue of Ignorance)
Zach Galifianakis,Keeping Up with the Joneses
Zach Galifianakis,Masterminds
Zach Galifianakis,The Hangover
Zach Grenier,Rescue Dawn
Zachary Bennett,Maudie
Zachary Gordon,Diary of a Wimpy Kid
Zachary Gordon,Diary of a Wimpy Kid: Dog Days
Zachary Gordon,Diary of a Wimpy Kid: Rodrick Rules
Zachary Levi,Tangled
Zachary Quinto,Snowden
Zachary Quinto,Star Trek
Zachary Quinto,Star Trek Beyond
Zachary Quinto,Star Trek Into Darkness
Zachery Ty Bryan,The Fast and the Furious: Tokyo Drift
Zendaya,Dune: Part Two
Zoë Bell,Death Proof
Zoë Bell,Grindhouse
Zoe Kazan,What If
Zoë Kravitz,Mad Max: Fury Road
Zoë Kravitz,Vincent N Roxxy
Zoe Saldana,Avatar
Zoe Saldana,Guardians of the Galaxy
Zoe Saldana,Out of the Furnace
Zoe Saldana,Star Trek Beyond
Zoe Saldana,Star Trek Into Darkness
Zoe Saldana,The Book of Life
Zoey Deutch,Dirty Grandpa
Zoey Deutch,Everybody Wants Some!!
Zoey Deutch,Good Kids
Zoey Deutch,Vampire Academy
Zoey Deutch,Vincent N Roxxy
Zoey Deutch,Why Him?
Zooey Deschanel,(500) Days of Summer
Zooey Deschanel,Bridge to Terabithia
Zooey Deschanel,The Happening
Zooey Deschanel,Trolls
